"name","industry_label_list","revenue","numEmployees","locationCity_list","stockSymbol","tradedAs_list","ceo_name_list","foundingDate","founded_list"
"General Motors Europe","Automotive industry",,54500,"",,"","",,""
"Genstar Capital","Private equity",,35,"",,"","",,""
"Genivar","Construction management,Consultant",,15000,"",,"","",,""
"Gemalto","Electronics",,15000,"",,"","",,""
"GameStop","Retail",,2020,"",,"","",,""
"Galp Energia","Petroleum industry",,6389,"",,"","",,""
"Gate City Bank","Financial services,Retail banking",,770,"",,"","",,""
"Amica Mutual Insurance","Insurance",,3781,"",,"","",,""
"Amit, Pollak, Matalon & Co.","Law",,223,"",,"","",,""
"Genetex","Biotechnology,List of life sciences",,50,"",,"","",,""
"Amscot Financial","Financial services",,2000,"",,"","",,""
"Gainax","Animation",,18,"",,"","",,""
"Georgian Railway","Rail transport",,13000,"",,"","",,""
"GameZnFlix","Renting",,1,"",,"","",,""
"Game Arts","Video game industry",,27,"",,"","",,""
"Gathering (animation studio)","Animation studio",,10,"",,"","",,""
"Arnott's Biscuits","Biscuit,Snack",,4300,"",,"","",,""
"Hensoldt","Aerospace,Arms industry,Electronics",,5400,"",,"","",,""
"Hexagon AB","CAD/CAM,Electronics,Enterprise software,Geographic information system,Information technology,Information technology consulting,Software,Technology",,20048,"",,"","",,""
"Bluedrop Performance Learning","Educational technology",,130,"",,"","",,""
"Hokuetsu Corporation","Pulp and paper industry",,4779,"",,"","",,""
"Hindustan Petroleum","Petroleum industry",,10352,"",,"","",,""
"Holcim Group","Building material",,72452,"",,"","",,""
"German Pellets","Manufacturing",,650,"",,"","",,""
"Hitachi","Conglomerate (company)",,380714,"",,"","",,""
"Hisamitsu Pharmaceutical","Pharmaceutical industry",,2949,"",,"","",,""
"Hinckley and Rugby Building Society","Bank,Financial services",,127,"",,"","",,""
"Hokkaido Bank","Financial services",,1902,"",,"","",,""
"Hikvision","Closed-circuit television",,42685,"",,"","",,""
"Arrowhead Game Studios","Video game industry",,60,"",,"","",,""
"NIO (car company)","Automotive industry",,7000,"",,"","",,""
"NMKV","Automotive industry",,65,"",,"","",,""
"Lunds & Byerlys","Retail",,3900,"",,"","",,""
"Mövenpick Hotels & Resorts","Hospitality,Tourism",,16000,"",,"","",,""
"NII Holdings","Wireless",,16089,"",,"","",,""
"Liwathon E.O.S.","Logistics",,247,"",,"","",,""
"Localiza","Car rental",,5000,"",,"","",,""
"NJM Insurance Group","Insurance",,2500,"",,"","",,""
"London Stock Exchange Group","Financial services",,5219,"",,"","",,""
"NIBC Bank","Financial services",,666,"",,"","",,""
"NMC Health","Health",,0,"",,"","",,""
"M.Net Corporation","Telecommunications",,70,"",,"","",,""
"Naftna Industrija Srbije","Petroleum industry",,6182,"",,"","",,""
"National Iranian Oil Company","Petroleum industry",,87500,"",,"","",,""
"Nationwide Mutual Insurance Company","Financial services",,25391,"",,"","",,""
"Nacon","Video game industry",,430,"",,"","",,""
"PetroChina","List of oil exploration and production companies",,506000,"",,"","",,""
"Petersburg Animation Studio","Animation,Film industry",,150,"",,"","",,""
"Navy Exchange","Retail",,14000,"",,"","",,""
"Petronor","Petroleum industry",,875,"",,"","",,""
"Pioneer Natural Resources","Petroleum industry",,1853,"",,"","",,""
"Pfleiderer","Building material",,5370,"",,"","",,""
"Philippine Bank of Communications","Financial services",,1328,"",,"","",,""
"Philippine National Bank","Financial services",,8550,"",,"","",,""
"Pirum","Financial services",,100,"",,"","",,""
"Pirma","Sports equipment",,3000,"",,"","",,""
"Nelvana","Animation",,200,"",,"","",,""
"Pioneer Square Labs","Startup studio,Venture capital",,19,"",,"","",,""
"Nebraska Medicine","Healthcare industry",,8000,"",,"","",,""
"Cartiera Mantovana","Paper",,200,"",,"","",,""
"Planar Systems","Technology",,456,"",,"","",,""
"REDgroup Retail","Bookselling,Online shopping,Retail",,2500,"",,"","",,""
"Polomarket","Retail",,7000,"",,"","",,""
"Platform Computing","Cloud computing,Distributed computing,Grid computing,Software,Supercomputer",,530,"",,"","",,""
"ROMARM","Arms industry",,7300,"",,"","",,""
"Pontins","Holiday",,1049,"",,"","",,""
"Plug Power","Renewable energy",,835,"",,"","",,""
"Plastic Omnium","Car",,31000,"",,"","",,""
"ROKO Construction Company","Construction",,857,"",,"","",,""
"Police Bank","Financial services",,168,"",,"","",,""
"Porto Seguro S.A.","Financial services",,13800,"",,"","",,""
"RBS International","Financial services",,1750,"",,"","",,""
"Playrix","Video game industry",,2500,"",,"","",,""
"Radisys","Technology",,1000,"",,"","",,""
"Polygon, SPE","Telecommunications",,250,"",,"","",,""
"Ravn Alaska","Airline",,400,"",,"","",,""
"Rayonier","Lumber",,413,"",,"","",,""
"Raphaels Bank","Financial services",,84,"",,"","",,""
"Rawbank","Financial services",,1800,"",,"","",,""
"Ramsay Health Care","Healthcare industry",,80000,"",,"","",,""
"Regent Airways","Airline",,850,"",,"","",,""
"Renault Trucks","Automotive industry",,7554,"",,"","",,""
"Meritech Capital Partners","Private equity",,20,"",,"","",,""
"Rede Energia","Electricity",,14100,"",,"","",,""
"Rebellion Developments","Comic book,Feature film,Video game industry",,475,"",,"","",,""
"Realogy","Real estate",,9435,"",,"","",,""
"Spectrum Health","Health care",,39000,"",,"","",,""
"Redbana Corporation","Video game developer,Video game publisher",,62,"",,"","",,""
"The Seydel Companies, Inc.","Chemical substance,Manufacturing",,100,"",,"","",,""
"Remo","Musical instrument",,300,"",,"","",,""
"Octapharma","Pharmaceutical industry",,9067,"",,"","",,""
"Redstone Federal Credit Union","Financial services",,750,"",,"","",,""
"Aargauische Kantonalbank","Financial services",,832,"",,"","",,""
"Razorfish (company)","Digital marketing",,2000,"",,"","",,""
"German Naval Yards Holdings","Shipbuilding",,2400,"",,"","",,""
"Cymax Group","E-commerce",,200,"",,"","",,""
"Spire Inc","Energy",,3296,"",,"","",,""
"Springer Nature","Publishing",,10000,"",,"","",,""
"Cumerio","Copper",,700,"",,"","",,""
"CupruMin","Copper",,500,"",,"","",,""
"StarNet","Internet service provider",,200,"",,"","",,""
"StarTimes","Information and communications technology,Pay television",,5000,"",,"","",,""
"Stannah Lifts","Elevator",,1700,"",,"","",,""
"Staples Inc.","Retail",,75000,"",,"","",,""
"Steinway Musical Instruments","Musical instrument",,1680,"",,"","",,""
"Standard Bank Malawi","Financial services",,885,"",,"","",,""
"State Employees Credit Union of Maryland","Bank,Financial services",,586,"",,"","",,""
"Starbucks","Coffeehouse",,349000,"",,"","",,""
"Spindrift Beverage Co.","Drink industry",,98,"",,"","",,""
"Sprint Corporation","Telecommunications",,28500,"",,"","",,""
"Sportsbet","Online gambling",,869,"",,"","",,""
"Zebra Technologies","Computer hardware,Health care,Logistics,Manufacturing,Retail",,8800,"",,"","",,""
"Yangtze Memory Technologies","Semiconductor",,5000,"",,"","",,""
"Zencap","Financial services,Software",,65,"",,"","",,""
"Yingli","Solar energy",,14533,"",,"","",,""
"DenTek","Final good",,80,"",,"","",,""
"YouGov","Market research,Opinion poll",,1032,"",,"","",,""
"Z Energy","Petroleum industry",,2656,"",,"","",,""
"Zapp Group","Metalworking",,1300,"",,"","",,""
"Yes Bank","Bank,Financial services",,23800,"",,"","",,""
"Zoomlion","Agricultural machinery,Heavy equipment",,30000,"",,"","",,""
"ZeniMax Online Studios","Video game industry",,250,"",,"","",,""
"Zhejiang Huayou Cobalt","Mining",,3120,"",,"","",,""
"Zijin Mining","Mining",,21455,"",,"","",,""
"Zyle Daewoo Commercial Vehicle","Automotive industry",,5000,"",,"","",,""
"Sensient Technologies","Aroma compound",,3986,"",,"","",,""
"Zoës Kitchen","Restaurant",,4200,"",,"","",,""
"Zyxel","Networking hardware",,1500,"",,"","",,""
"Uncommon Goods","E-commerce",,200,"",,"","",,""
"Pionair Australia","Airline",,75,"",,"","",,""
"Apatin Brewery","Drink",,719,"",,"","",,""
"Apollo Vredestein","Tire",,1800,"",,"","",,""
"Ansaldo Energia","Electricity generation",,4500,"",,"","",,""
"Anora Group","Liquor",,1100,"",,"","",,""
"Apollo-Optik","Health care,Retail",,3600,"",,"","",,""
"Argosy Book Store","Retail",,17,"",,"","",,""
"VELUX","Skylight",,11500,"",,"","",,""
"AntWorks","Artificial intelligence,Intelligent automation",,200,"",,"","",,""
"Aras Corp","Enterprise software",,550,"",,"","",,""
"Art Van Furniture","Furniture",,3700,"",,"","",,""
"Aoki Corporation","Construction,Lodging",,6500,"",,"","",,""
"Arotech Corporation","Aerospace manufacturer,Arms industry",,472,"",,"","",,""
"Anwell Technologies","Manufacturing",,2500,"",,"","",,""
"Ansvar Insurance","Financial services",,75,"",,"","",,""
"Aomori Bank","Bank,Financial services",,1481,"",,"","",,""
"SandCraft","Reduced instruction set computer",,80,"",,"","",,""
"Apco Aviation","Aerospace",,60,"",,"","",,""
"Arika","Video game industry",,50,"",,"","",,""
"Arcadia Biosciences","Agricultural biotechnology",,42,"",,"","",,""
"Uniadex","Information technology",,2812,"",,"","",,""
"Arsenal AD","Military",,7000,"",,"","",,""
"Apadmi Ltd","Mobile app development",,150,"",,"","",,""
"Archon Information Systems","Technology",,60,"",,"","",,""
"Armstrong Group of Companies","Telecommunications",,2300,"",,"","",,""
"Ford Motor Argentina","Automotive industry",,2123,"",,"","",,""
"Albanian Power Corporation","Electric power distribution,Electric power transmission,Electricity generation,Electricity retailing",,994,"",,"","",,""
"Asana (software)","Collaborative software,Productivity software,Project management,Task management",,1080,"",,"","",,""
"Fnac","Retail",,14364,"",,"","",,""
"Fingerhut","Mail order,Online shopping",,6000,"",,"","",,""
"Forever 21","Clothing",,32800,"",,"","",,""
"Forcepoint","Computer security",,2300,"",,"","",,""
"Fletcher Building","Construction",,20000,"",,"","",,""
"First Capital Bank Zimbabwe Limited","Financial services",,711,"",,"","",,""
"First Interstate BancSystem","Financial services",,2460,"",,"","",,""
"First Capital Bank Mozambique","Bank",,94,"",,"","",,""
"First Guaranty Bank","Bank",,349,"",,"","",,""
"Focus Media","Service (economics)",,3548,"",,"","",,""
"Fincantieri","Shipbuilding",,19823,"",,"","",,""
"Fnbox","Online service provider",,85,"",,"","",,""
"First Potomac Realty Trust","Real estate investment trust",,120,"",,"","",,""
"First Sentier Investors","Investment management",,900,"",,"","",,""
"Nikken Sekkei","Architecture,Engineering,Planning,Urbanism",,2685,"",,"","",,""
"Bleichert","Aerial lift,Arms industry,Automotive industry",,169,"",,"","",,""
"NiSource","Public utility",,8363,"",,"","",,""
"Newark element14","Electronic component",,1500,"",,"","",,""
"Buehler Foods","Retail",,2600,"",,"","",,""
"Newell Brands","Final good",,31000,"",,"","",,""
"Buro Happold","Construction",,1900,"",,"","",,""
"Nikon","Consumer electronics",,20190,"",,"","",,""
"Netezza","Data warehouse",,469,"",,"","",,""
"Nestle Nigeria","Food processing",,2201,"",,"","",,""
"New York Community Bank","Commercial bank",,3096,"",,"","",,""
"Ngan Lung Restaurant","Restaurant",,850,"",,"","",,""
"Neptec Design Group","Machine vision",,80,"",,"","",,""
"Neurocrine Biosciences","Biotechnology",,400,"",,"","",,""
"Niska Gas Storage Partners","Public utility",,133,"",,"","",,""
"Nippon Flour Mills","Food industry",,3700,"",,"","",,""
"Nippon Chemi-Con","Electronics",,6772,"",,"","",,""
"Nord-Trøndelag Hospital Trust","Health care",,2459,"",,"","",,""
"Nipro","Medical device",,19327,"",,"","",,""
"Nordic Entertainment Group","Mass media,Radio,Streaming media,Television",,1708,"",,"","",,""
"Noble Energy","Petroleum industry",,2282,"",,"","",,""
"Noble Group","Commodity market",,500,"",,"","",,""
"Nippon Paint","Chemical industry",,16498,"",,"","",,""
"Nitro Química","Chemical substance",,500,"",,"","",,""
"United Records","Entertainment,Music industry",,2300,"",,"","",,""
"United Co-operatives","Funeral director,Pharmacy,Supermarket,Travel agency",,87500,"",,"","",,""
"Unipro (company)","Electricity",,5300,"",,"","",,""
"Unique Photo","Education,Photography,Retail",,51,"",,"","",,""
"Unit4","Cloud computing,Software",,2600,"",,"","",,""
"Capgemini Engineering","Research and development",,46693,"",,"","",,""
"Unbabel","Artificial intelligence",,148,"",,"","",,""
"Norebo","Fishing",,3000,"",,"","",,""
"United Biscuits","Food",,4526,"",,"","",,""
"United India Insurance Company","Insurance",,11777,"",,"","",,""
"Unicharm","Fast-moving consumer goods",,16207,"",,"","",,""
"Unilever Sri Lanka","Fast-moving consumer goods",,1900,"",,"","",,""
"United Coconut Planters Bank","Financial services",,4064,"",,"","",,""
"Umbro","Sports equipment",,301,"",,"","",,""
"Norsk Spisevognselskap","Rail transport",,591,"",,"","",,""
"Norm Thompson Outfitters","Mail order",,500,"",,"","",,""
"Unión Fenosa","Energy",,12780,"",,"","",,""
"Unix System Laboratories","Information technology consulting,Software",,500,"",,"","",,""
"VEB Robotron","Electronics industry,Software",,68000,"",,"","",,""
"University of South Australia Students Association","Students' union",,15,"",,"","",,""
"United Surgical Partners International","Health care",,19000,"",,"","",,""
"Unocal Corporation","Petroleum industry",,6400,"",,"","",,""
"Valley Bank","Financial services",,2842,"",,"","",,""
"Universal Lighting Technologies","Ballast",,2330,"",,"","",,""
"VEEN","Drink industry",,54,"",,"","",,""
"Unitrends","Information technology",,250,"",,"","",,""
"United States Federation of Worker Cooperatives","Worker cooperative",,1,"",,"","",,""
"Viaden Media","Entertainment",,100,"",,"","",,""
"Vanguard Health Systems","Hospital",,36800,"",,"","",,""
"Venere.com","Hotel,Tourism",,150,"",,"","",,""
"Ink (company)","Inflight magazine,Trade magazine",,420,"",,"","",,""
"Varian Medical Systems","Health technology",,10000,"",,"","",,""
"Velodyne Lidar","Lidar",,500,"",,"","",,""
"Inghams Enterprises","Poultry",,9000,"",,"","",,""
"Veritiv","Pulp and paper industry",,6400,"",,"","",,""
"Venoco","Petroleum industry",,162,"",,"","",,""
"ViS Research","Analytics,Information technology",,50,"",,"","",,""
"Hexany Audio","Record producer,Sound design",,20,"",,"","",,""
"Vega Telecommunications Group","Telecommunications",,1600,"",,"","",,""
"Bugatti Automobiles","Automotive industry",,297,"",,"","",,""
"Briscoe Group","Retail",,1500,"",,"","",,""
"Brumby's Bakeries","Retail",,3501,"",,"","",,""
"Bright Machines","Software",,600,"",,"","",,""
"Snapshot Games","Video game developer",,64,"",,"","",,""
"Bulgargaz","Petroleum industry",,46,"",,"","",,""
"Accident Fund","Insurance",,675,"",,"","",,""
"Britannia Building Society","Financial services",,5000,"",,"","",,""
"Budweiser Budvar Brewery","Alcoholic drink,Brewing",,653,"",,"","",,""
"Brookdale Senior Living","Assisted living,Retirement home",,62550,"",,"","",,""
"Brixmor Property Group","Real estate investment trust",,477,"",,"","",,""
"One by AOL","Mobile advertising",,601,"",,"","",,""
"Ablynx","Biotechnology",,450,"",,"","",,""
"Bridgewater Systems","Telecommunications",,300,"",,"","",,""
"Calgon Carbon","Industrial processes,Water treatment",,1400,"",,"","",,""
"CESC Limited","Electric utility",,7886,"",,"","",,""
"CGG (company)","Earth science",,5300,"",,"","",,""
"CHG Healthcare Services","Health care",,3164,"",,"","",,""
"CA Sega Joypolis","Amusement park",,56,"",,"","",,""
"CGU Insurance","Insurance",,4000,"",,"","",,""
"CK Birla Group","Conglomerate (company)",,20000,"",,"","",,""
"CK Hutchison Holdings","Conglomerate (company)",,270000,"",,"","",,""
"Bâloise","Financial services",,7300,"",,"","",,""
"CCB Brasil","Financial services",,1000,"",,"","",,""
"Caldera International","Operating system",,120,"",,"","",,""
"Carousell (company)","E-commerce",,201,"",,"","",,""
"Capvis","Private equity",,40,"",,"","",,""
"Casiano Communications","Content creation,Publishing",,350,"",,"","",,""
"Camping World","Retail",,11835,"",,"","",,""
"Camellia (company)","Agriculture",,78000,"",,"","",,""
"Capital Safety","Manufacturing",,1200,"",,"","",,""
"Caster Concepts","Manufacturing",,90,"",,"","",,""
"Carson Cumberbatch","Agribusiness,Beer,Holding company,Hospitality industry",,13492,"",,"","",,""
"Camurus","Pharmaceutical industry",,64,"",,"","",,""
"Castleton Commodities International","Commodity",,650,"",,"","",,""
"Castore (brand)","Textile industry",,15,"",,"","",,""
"Captain D's","Restaurant",,6000,"",,"","",,""
"Carlton Hotels & Suites","Hospitality industry",,2500,"",,"","",,""
"Camelot Software Planning","Video game industry",,45,"",,"","",,""
"Carpenter Technology Corporation","Metal",,4600,"",,"","",,""
"CatEye","Leisure industry",,202,"",,"","",,""
"Celestica","Electronics",,28000,"",,"","",,""
"Clarcor","Filtration,Membrane,Valve",,5267,"",,"","",,""
"Cirrus Logic","Semiconductor industry",,1500,"",,"","",,""
"Cineplex Entertainment","Digital signage,Movie theater",,13000,"",,"","",,""
"Cifas","Fraud",,80,"",,"","",,""
"Citibank Indonesia","Commercial bank,Financial services,Retail banking",,3500,"",,"","",,""
"Cintas","Tertiary sector of the economy",,40000,"",,"","",,""
"CiteAb","Biotechnology,List of life sciences",,11,"",,"","",,""
"Chupa Chups","Confectionery",,2000,"",,"","",,""
"Cellcom (Israel)","Telecommunications",,3600,"",,"","",,""
"Chunghwa Int'l Communication Network","Telecommunications",,65,"",,"","",,""
