"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_248+ft_id_1073}","7.1m_248+ft_id_1073","{46941|167201}","167201",,
"Revenue","1.0","Revenue-{ft_id_631}","ft_id_631","{16121000000}","16121000000",,
"Name","1.0","Name-{7.1m_3511+ft_id_930}","7.1m_3511+ft_id_930","{intuitive surgical|Intuitive Surgical}","intuitive surgical",,
"City","0.0","City-{7.1m_2418+ft_id_1467}","7.1m_2418+ft_id_1467","{raleigh|Raleigh}","raleigh",,
"FoundingYear","1.0","FoundingYear-{ft_id_1754}","ft_id_1754","{1995}","1995",,
"Country","0.0","Country-{7.1m_1151+ft_id_1477}","7.1m_1151+ft_id_1477","{france|Turkey}","france",,
"FoundingYear","1.0","FoundingYear-{ft_id_292}","ft_id_292","{2010}","2010",,
"Revenue","0.5","Revenue-{dbpedia_3648+ft_id_884}","dbpedia_3648+ft_id_884","{8100000000|16682000000}","8100000000",,
"CeoNames","1.0","CeoNames-{ft_id_1062}","ft_id_1062","{[, Anish Dilip Shah, ]}","[, Anish Dilip Shah, ]",,
"Country","0.0","Country-{7.1m_5647+ft_id_1446}","7.1m_5647+ft_id_1446","{united states|United States}","United States",,
"FoundingYear","0.1","FoundingYear-{7.1m_1231+7.1m_1391+7.1m_15+7.1m_2637+7.1m_265+7.1m_3649+7.1m_365+7.1m_39+7.1m_4404+7.1m_4535+7.1m_4807+7.1m_5914+7.1m_637+7.1m_6639+7.1m_7140+7.1m_833+ft_id_26+ft_id_83+ft_id_95+ft_id_976}","7.1m_1231+7.1m_1391+7.1m_15+7.1m_2637+7.1m_265+7.1m_3649+7.1m_365+7.1m_39+7.1m_4404+7.1m_4535+7.1m_4807+7.1m_5914+7.1m_637+7.1m_6639+7.1m_7140+7.1m_833+ft_id_26+ft_id_83+ft_id_95+ft_id_976","{1989|1859|1812|1992|1867|1974|1982|1984|1919|1984|1908|1995|1968|1971|1995|1935|1812|1981|1979|1968}","1979",,
"Industries","0.6666666666666666","Industries-{7.1m_3556+7.1m_961+dbpedia_1066+dbpedia_1723+ft_id_30+ft_id_917}","7.1m_3556+7.1m_961+dbpedia_1066+dbpedia_1723+ft_id_30+ft_id_917","{[, hospitality, ]|[, telecommunications, ]|[, Telecommunications, ]|[, Telecommunications, ]|[, Telecommunications Services, ]|[, Materials, ]}","[]",,
"Country","0.5","Country-{7.1m_1091+7.1m_1158+7.1m_2395+7.1m_421+7.1m_5094+7.1m_5133+7.1m_588+7.1m_670+7.1m_793+ft_id_1238+ft_id_1484+ft_id_594}","7.1m_1091+7.1m_1158+7.1m_2395+7.1m_421+7.1m_5094+7.1m_5133+7.1m_588+7.1m_670+7.1m_793+ft_id_1238+ft_id_1484+ft_id_594","{united states|united states|united states|switzerland|germany|france|united states|united states|united states|United States|United States|United States}","france",,
"FoundingYear","0.6666666666666666","FoundingYear-{7.1m_254+7.1m_461+ft_id_150}","7.1m_254+7.1m_461+ft_id_150","{1901|2003|2003}","2003",,
"Industries","0.5","Industries-{dbpedia_3070+ft_id_482}","dbpedia_3070+ft_id_482","{[, Automotive industry, ]|[, Capital Goods, ]}","[]",,
"NumberOfEmployees","0.8333333333333334","NumberOfEmployees-{7.1m_1356+7.1m_1996+7.1m_25+7.1m_2714+7.1m_5834+7.1m_927+7.1m_992+dbpedia_1604+dbpedia_4098+ft_id_138+ft_id_273+ft_id_522}","7.1m_1356+7.1m_1996+7.1m_25+7.1m_2714+7.1m_5834+7.1m_927+7.1m_992+dbpedia_1604+dbpedia_4098+ft_id_138+ft_id_273+ft_id_522","{12336|6303|203525|12398|3210|18661|22805|37440|300000|107700|49762|324684}","37440",,
"Industries","0.3333333333333333","Industries-{dbpedia_3464+dbpedia_5327+ft_id_1242}","dbpedia_3464+dbpedia_5327+ft_id_1242","{[, Chemical industry, ]|[, Chemical industry, ]|[, Chemicals, ]}","[]",,
"FoundingYear","1.0","FoundingYear-{7.1m_106+ft_id_76}","7.1m_106+ft_id_76","{1850|1850}","1850",,
"Industries","0.6666666666666666","Industries-{7.1m_2608+dbpedia_3348+ft_id_817}","7.1m_2608+dbpedia_3348+ft_id_817","{[, paper & forest products, ]|[, Paper, ]|[, Materials, ]}","[]",,
"NumberOfEmployees","0.6666666666666666","NumberOfEmployees-{7.1m_1097+dbpedia_664+ft_id_487}","7.1m_1097+dbpedia_664+ft_id_487","{18457|18914|18306}","18914",,
"Country","0.8","Country-{7.1m_1280+ft_id_1055+ft_id_1189+ft_id_12+ft_id_1444}","7.1m_1280+ft_id_1055+ft_id_1189+ft_id_12+ft_id_1444","{china|China|China|China|China}","china","false","China"
"City","0.0","City-{7.1m_821+ft_id_1052}","7.1m_821+ft_id_1052","{eden prairie|Eden Prairie}","eden prairie",,
"NumberOfEmployees","0.6666666666666666","NumberOfEmployees-{7.1m_4680+dbpedia_6579+ft_id_747}","7.1m_4680+dbpedia_6579+ft_id_747","{7220|35000|31264}","35000",,
"City","1.0","City-{ft_id_927}","ft_id_927","{Camden}","Camden",,
"City","0.0","City-{7.1m_1884+7.1m_1958+7.1m_3749+7.1m_4412+7.1m_4643+7.1m_7+7.1m_78+ft_id_157+ft_id_1735+ft_id_1838+ft_id_22}","7.1m_1884+7.1m_1958+7.1m_3749+7.1m_4412+7.1m_4643+7.1m_7+7.1m_78+ft_id_157+ft_id_1735+ft_id_1838+ft_id_22","{berks|boston|raleigh|brussels|la defense|withee|deerfield|Deerfield|Milford|Boston|Bentonville}","berks",,
"NumberOfEmployees","0.9375","NumberOfEmployees-{7.1m_1148+7.1m_1494+7.1m_1583+7.1m_1882+7.1m_2721+7.1m_285+7.1m_386+7.1m_4426+7.1m_5160+7.1m_6249+7.1m_6311+dbpedia_4886+ft_id_1013+ft_id_1178+ft_id_1414+ft_id_1959}","7.1m_1148+7.1m_1494+7.1m_1583+7.1m_1882+7.1m_2721+7.1m_285+7.1m_386+7.1m_4426+7.1m_5160+7.1m_6249+7.1m_6311+dbpedia_4886+ft_id_1013+ft_id_1178+ft_id_1414+ft_id_1959","{17739|13601|6922|8676|8996|25324|35969|6343|4847|2722|4176|122000|8256|20507|111140|6464}","122000",,
"CeoNames","1.0","CeoNames-{ft_id_1065}","ft_id_1065","{[, Philippe Krakowsky, ]}","[, Philippe Krakowsky, ]",,
"Name","0.14285714285714285","Name-{7.1m_210+7.1m_4325+7.1m_744+dbpedia_1193+ft_id_1590+ft_id_1621+ft_id_1872}","7.1m_210+7.1m_4325+7.1m_744+dbpedia_1193+ft_id_1590+ft_id_1621+ft_id_1872","{sncf|snapdeal|snc-lavalin|Snap-on|Snowflake|Snap|Snap-on}","sncf",,
"Revenue","0.5","Revenue-{dbpedia_660+ft_id_1890}","dbpedia_660+ft_id_1890","{3710000000|4291000000}","3710000000",,
"Name","0.0","Name-{7.1m_115+7.1m_2622+7.1m_2910+7.1m_5858+7.1m_6706+7.1m_752+ft_id_1556+ft_id_19}","7.1m_115+7.1m_2622+7.1m_2910+7.1m_5858+7.1m_6706+7.1m_752+ft_id_1556+ft_id_19","{atos|att|athenahealth|atacadão|atlanticare|atento|Atlassian|AT&T}","att",,
"CeoNames","0.2857142857142857","CeoNames-{dbpedia_2360+dbpedia_2994+dbpedia_4229+dbpedia_436+dbpedia_5480+ft_id_1038+ft_id_1169}","dbpedia_2360+dbpedia_2994+dbpedia_4229+dbpedia_436+dbpedia_5480+ft_id_1038+ft_id_1169","{[, , ]|[, , ]|[, , ]|[, , ]|[, , ]|[, Su-Yong Joo
				Min-Soo Yeo, ]|[, Mitsuyoshi Nakamura, ]}","[, , ]",,
"Country","0.0","Country-{7.1m_3306+ft_id_1885}","7.1m_3306+ft_id_1885","{switzerland|Switzerland}","switzerland",,
"CeoNames","0.5","CeoNames-{dbpedia_735+ft_id_500}","dbpedia_735+ft_id_500","{[, , ]|[, Amanda Blanc, ]}","[, Amanda Blanc, ]",,
"City","0.0","City-{7.1m_4174+ft_id_1712}","7.1m_4174+ft_id_1712","{san jose|Nanjing}","Nanjing",,
"Industries","0.6666666666666666","Industries-{7.1m_6701+dbpedia_4166+ft_id_878}","7.1m_6701+dbpedia_4166+ft_id_878","{[, electrical/electronic manufacturing, ]|[, Electronics, ]|[, Trading Companies, ]}","[]",,
"Country","1.0","Country-{ft_id_82}","ft_id_82","{Canada}","Canada",,
"Country","0.25","Country-{7.1m_1323+7.1m_1586+7.1m_1729+7.1m_4566+7.1m_5657+7.1m_5826+ft_id_1329+ft_id_530}","7.1m_1323+7.1m_1586+7.1m_1729+7.1m_4566+7.1m_5657+7.1m_5826+ft_id_1329+ft_id_530","{united kingdom|united kingdom|united states|switzerland|united states|italy|United Kingdom|United States}","italy",,
"Country","1.0","Country-{ft_id_1599}","ft_id_1599","{United States}","United States",,
"Country","0.0","Country-{7.1m_442+ft_id_1179}","7.1m_442+ft_id_1179","{united kingdom|Japan}","Japan",,
"City","0.0","City-{7.1m_2198+ft_id_771}","7.1m_2198+ft_id_771","{seoul|Seoul}","seoul",,
"CeoNames","1.0","CeoNames-{ft_id_593}","ft_id_593","{[, Tae-Seung Son, ]}","[, Tae-Seung Son, ]",,
"Name","0.25","Name-{7.1m_2948+7.1m_3895+dbpedia_3574+ft_id_869}","7.1m_2948+7.1m_3895+dbpedia_3574+ft_id_869","{amp|amdocs|Ameren|Ameren}","amp",,
"FoundingYear","1.0","FoundingYear-{ft_id_518}","ft_id_518","{1809}","1809",,
"FoundingYear","1.0","FoundingYear-{ft_id_59}","ft_id_59","{1903}","1903",,
"City","0.0","City-{7.1m_6775+ft_id_1134}","7.1m_6775+ft_id_1134","{pasadena|Pasadena}","pasadena",,
"CeoNames","1.0","CeoNames-{ft_id_1064}","ft_id_1064","{[, Jean-Christophe Tellier, ]}","[, Jean-Christophe Tellier, ]","true","[, Jean-Christophe Tellier, ]"
"Industries","1.0","Industries-{7.1m_2530+7.1m_746+7.1m_820+ft_id_1230}","7.1m_2530+7.1m_746+7.1m_820+ft_id_1230","{[, aviation & aerospace, ]|[, electrical/electronic manufacturing, ]|[, pharmaceuticals, ]|[, Oil & Gas Operations, ]}","[]",,
"Country","1.0","Country-{ft_id_177}","ft_id_177","{Japan}","Japan",,
"City","0.0","City-{7.1m_102+7.1m_1457+7.1m_1631+7.1m_3404+7.1m_902+ft_id_167+ft_id_73}","7.1m_102+7.1m_1457+7.1m_1631+7.1m_3404+7.1m_902+ft_id_167+ft_id_73","{minneapolis|helsinki|eau claire|stellenbosch|grand rapids|Dublin|New York}","Dublin",,
"CeoNames","0.5","CeoNames-{dbpedia_3511+dbpedia_4723+dbpedia_6014+ft_id_1790+ft_id_1801+ft_id_648}","dbpedia_3511+dbpedia_4723+dbpedia_6014+ft_id_1790+ft_id_1801+ft_id_648","{[, , ]|[, , ]|[, , ]|[, Linda Rendle, ]|[, Matthew Browning Prince, ]|[, C. Lourenço Gonçalves, ]}","[, , ]",,
"Revenue","0.5714285714285714","Revenue-{dbpedia_2905+dbpedia_4720+dbpedia_966+ft_id_1394+ft_id_31+ft_id_456+ft_id_918}","dbpedia_2905+dbpedia_4720+dbpedia_966+ft_id_1394+ft_id_31+ft_id_456+ft_id_918","{14217000000|18544000000|103560000000|3156000000|116385000000|15655000000|18797000000}","14217000000",,
"FoundingYear","0.0","FoundingYear-{7.1m_769+ft_id_261}","7.1m_769+ft_id_261","{1967|1917}","1917",,
"Industries","0.6666666666666666","Industries-{7.1m_306+dbpedia_4005+ft_id_214}","7.1m_306+dbpedia_4005+ft_id_214","{[, tobacco, ]|[, Tobacco industry, ]|[, Food, Drink & Tobacco, ]}","[]","true","[, Food, Drink & Tobacco, ]"
"CeoNames","0.5","CeoNames-{dbpedia_2732+ft_id_956}","dbpedia_2732+ft_id_956","{[, , ]|[, Steve Johnston, ]}","[, Steve Johnston, ]",,
"Country","0.0","Country-{7.1m_711+ft_id_884}","7.1m_711+ft_id_884","{united states|United States}","united states",,
"Country","0.2727272727272727","Country-{7.1m_1161+7.1m_1170+7.1m_1746+7.1m_2755+7.1m_2853+7.1m_3008+7.1m_6083+ft_id_1225+ft_id_489+ft_id_685+ft_id_893}","7.1m_1161+7.1m_1170+7.1m_1746+7.1m_2755+7.1m_2853+7.1m_3008+7.1m_6083+ft_id_1225+ft_id_489+ft_id_685+ft_id_893","{united states|united states|united states|spain|germany|italy|mexico|Italy|Mexico|United Kingdom|Spain}","Spain",,
"NumberOfEmployees","0.6666666666666666","NumberOfEmployees-{7.1m_446+dbpedia_1982+ft_id_263}","7.1m_446+dbpedia_1982+ft_id_263","{29479|66000|66436}","66000",,
"NumberOfEmployees","1.0","NumberOfEmployees-{dbpedia_4796+ft_id_309}","dbpedia_4796+ft_id_309","{17666|16688}","17666",,
"NumberOfEmployees","1.0","NumberOfEmployees-{dbpedia_6614+ft_id_1472}","dbpedia_6614+ft_id_1472","{257|7835}","257",,
"Revenue","1.0","Revenue-{ft_id_1806}","ft_id_1806","{5605000000}","5605000000",,
"Revenue","0.5","Revenue-{dbpedia_4976+ft_id_1209}","dbpedia_4976+ft_id_1209","{7300000000|11995000000}","7300000000",,
"Name","0.25","Name-{7.1m_294+7.1m_652+dbpedia_650+ft_id_1026}","7.1m_294+7.1m_652+dbpedia_650+ft_id_1026","{pearson|petronas|Pegatron|Pegatron}","pearson",,
"NumberOfEmployees","0.75","NumberOfEmployees-{7.1m_564+dbpedia_5378+ft_id_1928+ft_id_900}","7.1m_564+dbpedia_5378+ft_id_1928+ft_id_900","{30352|4752|4742|120000}","4752",,
"Revenue","1.0","Revenue-{ft_id_893}","ft_id_893","{8011000000}","8011000000",,
"CeoNames","0.5","CeoNames-{dbpedia_1557+ft_id_1943}","dbpedia_1557+ft_id_1943","{[, , ]|[, Trevor J. Croker, ]}","[, Trevor J. Croker, ]",,
"CeoNames","1.0","CeoNames-{ft_id_103+ft_id_139}","ft_id_103+ft_id_139","{[, Takehiko Kakiuchi, ]|[, Kenichi Hori, ]}","[, Takehiko Kakiuchi, ]",,
"Revenue","0.5","Revenue-{dbpedia_1250+ft_id_986}","dbpedia_1250+ft_id_986","{9200000000|10273000000}","9200000000",,
"Revenue","0.75","Revenue-{dbpedia_1153+dbpedia_2430+ft_id_1991+ft_id_310}","dbpedia_1153+dbpedia_2430+ft_id_1991+ft_id_310","{285100000|2391000000|2983000000|11210000000}","285100000",,
"Revenue","0.5","Revenue-{dbpedia_6585+ft_id_793}","dbpedia_6585+ft_id_793","{3040000000|7604000000}","3040000000",,
"Country","0.5","Country-{7.1m_2550+7.1m_732+ft_id_1072+ft_id_190}","7.1m_2550+7.1m_732+ft_id_1072+ft_id_190","{united states|united states|United States|United States}","united states",,
"Industries","0.8717948717948718","Industries-{7.1m_1144+7.1m_1414+7.1m_1527+7.1m_157+7.1m_1635+7.1m_1644+7.1m_2195+7.1m_2422+7.1m_2454+7.1m_3764+7.1m_4138+7.1m_4271+7.1m_4346+7.1m_508+7.1m_5324+7.1m_5326+7.1m_5385+7.1m_5397+7.1m_5496+7.1m_5568+7.1m_5642+7.1m_5898+7.1m_6285+7.1m_6633+7.1m_6928+7.1m_6983+7.1m_940+7.1m_967+dbpedia_1115+dbpedia_2905+dbpedia_4107+dbpedia_4720+dbpedia_966+ft_id_1394+ft_id_1465+ft_id_31+ft_id_456+ft_id_566+ft_id_918}","7.1m_1144+7.1m_1414+7.1m_1527+7.1m_157+7.1m_1635+7.1m_1644+7.1m_2195+7.1m_2422+7.1m_2454+7.1m_3764+7.1m_4138+7.1m_4271+7.1m_4346+7.1m_508+7.1m_5324+7.1m_5326+7.1m_5385+7.1m_5397+7.1m_5496+7.1m_5568+7.1m_5642+7.1m_5898+7.1m_6285+7.1m_6633+7.1m_6928+7.1m_6983+7.1m_940+7.1m_967+dbpedia_1115+dbpedia_2905+dbpedia_4107+dbpedia_4720+dbpedia_966+ft_id_1394+ft_id_1465+ft_id_31+ft_id_456+ft_id_566+ft_id_918","{[, internet, ]|[, information technology and services, ]|[, information technology and services, ]|[, automotive, ]|[, animation, ]|[, retail, ]|[, civil engineering, ]|[, medical devices, ]|[, utilities, ]|[, financial services, ]|[, international trade and development, ]|[, retail, ]|[, utilities, ]|[, oil & energy, ]|[, computer games, ]|[, medical devices, ]|[, non-profit organization management, ]|[, apparel & fashion, ]|[, information technology and services, ]|[, textiles, ]|[, computer software, ]|[, computer hardware, ]|[, management consulting, ]|[, architecture & planning, ]|[, financial services, ]|[, banking, ]|[, medical devices, ]|[, cosmetics, ]|[, Commercial property, ]|[, Agrochemical, ]|[, Consultant
				Information technology
				Outsourcing, ]|[, Health care, ]|[, Mass media
				Show business
				Telecommunications industry, ]|[, Health Care Equipment & Services, ]|[, Diversified Financials, ]|[, Media, ]|[, Chemicals, ]|[, IT Software & Services, ]|[, Chemicals, ]}","[]",,
"FoundingYear","1.0","FoundingYear-{ft_id_1883}","ft_id_1883","{1999}","1999",,
"Revenue","0.5","Revenue-{dbpedia_1246+ft_id_1020}","dbpedia_1246+ft_id_1020","{1510900000|1266000000}","1510900000",,
"Name","0.5","Name-{dbpedia_900+ft_id_811}","dbpedia_900+ft_id_811","{Apollo Global Management|Apollo Global Management}","Apollo Global Management",,
"NumberOfEmployees","1.0","NumberOfEmployees-{dbpedia_5849+ft_id_768}","dbpedia_5849+ft_id_768","{6500|10059}","6500",,
"Industries","0.8985507246376812","Industries-{7.1m_1466+7.1m_1572+7.1m_1620+7.1m_1691+7.1m_1836+7.1m_2011+7.1m_219+7.1m_2226+7.1m_2259+7.1m_2397+7.1m_2530+7.1m_2710+7.1m_2735+7.1m_2897+7.1m_3010+7.1m_328+7.1m_3412+7.1m_354+7.1m_368+7.1m_3681+7.1m_3693+7.1m_384+7.1m_387+7.1m_414+7.1m_4276+7.1m_4377+7.1m_4815+7.1m_504+7.1m_5196+7.1m_54+7.1m_5561+7.1m_5926+7.1m_5933+7.1m_603+7.1m_620+7.1m_6365+7.1m_6375+7.1m_6532+7.1m_6660+7.1m_6742+7.1m_6977+7.1m_6994+7.1m_7185+7.1m_746+7.1m_782+7.1m_816+7.1m_820+7.1m_86+7.1m_934+dbpedia_2642+dbpedia_2660+dbpedia_2662+dbpedia_3287+dbpedia_4521+dbpedia_66+ft_id_1230+ft_id_168+ft_id_1813+ft_id_1816+ft_id_1868+ft_id_262+ft_id_283+ft_id_393+ft_id_56+ft_id_696+ft_id_759+ft_id_947+ft_id_972+ft_id_98}","7.1m_1466+7.1m_1572+7.1m_1620+7.1m_1691+7.1m_1836+7.1m_2011+7.1m_219+7.1m_2226+7.1m_2259+7.1m_2397+7.1m_2530+7.1m_2710+7.1m_2735+7.1m_2897+7.1m_3010+7.1m_328+7.1m_3412+7.1m_354+7.1m_368+7.1m_3681+7.1m_3693+7.1m_384+7.1m_387+7.1m_414+7.1m_4276+7.1m_4377+7.1m_4815+7.1m_504+7.1m_5196+7.1m_54+7.1m_5561+7.1m_5926+7.1m_5933+7.1m_603+7.1m_620+7.1m_6365+7.1m_6375+7.1m_6532+7.1m_6660+7.1m_6742+7.1m_6977+7.1m_6994+7.1m_7185+7.1m_746+7.1m_782+7.1m_816+7.1m_820+7.1m_86+7.1m_934+dbpedia_2642+dbpedia_2660+dbpedia_2662+dbpedia_3287+dbpedia_4521+dbpedia_66+ft_id_1230+ft_id_168+ft_id_1813+ft_id_1816+ft_id_1868+ft_id_262+ft_id_283+ft_id_393+ft_id_56+ft_id_696+ft_id_759+ft_id_947+ft_id_972+ft_id_98","{[, entertainment, ]|[, financial services, ]|[, government administration, ]|[, real estate, ]|[, education management, ]|[, information technology and services, ]|[, internet, ]|[, environmental services, ]|[, defense & space, ]|[, marketing and advertising, ]|[, aviation & aerospace, ]|[, food & beverages, ]|[, broadcast media, ]|[, semiconductors, ]|[, telecommunications, ]|[, consumer electronics, ]|[, apparel & fashion, ]|[, chemicals, ]|[, oil & energy, ]|[, renewables & environment, ]|[, health, wellness and fitness, ]|[, information technology and services, ]|[, computer software, ]|[, food & beverages, ]|[, education management, ]|[, medical practice, ]|[, pharmaceuticals, ]|[, retail, ]|[, telecommunications, ]|[, computer software, ]|[, e-learning, ]|[, paper & forest products, ]|[, marketing and advertising, ]|[, chemicals, ]|[, building materials, ]|[, construction, ]|[, retail, ]|[, cosmetics, ]|[, information technology and services, ]|[, environmental services, ]|[, mechanical or industrial engineering, ]|[, banking, ]|[, research, ]|[, electrical/electronic manufacturing, ]|[, computer software, ]|[, mining & metals, ]|[, pharmaceuticals, ]|[, pharmaceuticals, ]|[, law enforcement, ]|[, Business software
				Cloud computing
				Consultant
				Enterprise software, ]|[, Pharmaceutical industry, ]|[, Chemical industry
				Petroleum industry, ]|[, Engineering, ]|[, Aerospace manufacturer
				Arms industry, ]|[, Building material, ]|[, Oil & Gas Operations, ]|[, IT Software & Services, ]|[, Materials, ]|[, Health Care Equipment & Services, ]|[, Food, Drink & Tobacco, ]|[, IT Software & Services, ]|[, Construction, ]|[, Insurance, ]|[, Banking, ]|[, Aerospace & Defense, ]|[, Capital Goods, ]|[, Diversified Financials, ]|[, Chemicals, ]|[, Drugs & Biotechnology, ]}","[]",,
"Industries","1.0","Industries-{7.1m_193+7.1m_3030+7.1m_6419+7.1m_663+ft_id_1131+ft_id_1888}","7.1m_193+7.1m_3030+7.1m_6419+7.1m_663+ft_id_1131+ft_id_1888","{[, textiles, ]|[, information technology and services, ]|[, utilities, ]|[, automotive, ]|[, Insurance, ]|[, Household & Personal Products, ]}","[]",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_1226+7.1m_4005+ft_id_269}","7.1m_1226+7.1m_4005+ft_id_269","{12131|3773|5490}","5490",,
"CeoNames","1.0","CeoNames-{dbpedia_4136+ft_id_443}","dbpedia_4136+ft_id_443","{[, , ]|[, David V. Auld, ]}","[, David V. Auld, ]",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_239+7.1m_5930+7.1m_894+ft_id_1425}","7.1m_239+7.1m_5930+7.1m_894+ft_id_1425","{33168|4050|16143|134000}","134000",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_66+7.1m_6862+ft_id_39}","7.1m_66+7.1m_6862+ft_id_39","{118073|3257|141700}","141700",,
"Industries","0.875","Industries-{7.1m_1708+7.1m_3457+7.1m_4199+7.1m_4845+7.1m_5704+dbpedia_4609+ft_id_161+ft_id_542}","7.1m_1708+7.1m_3457+7.1m_4199+7.1m_4845+7.1m_5704+dbpedia_4609+ft_id_161+ft_id_542","{[, biotechnology, ]|[, financial services, ]|[, consumer electronics, ]|[, transportation/trucking/railroad, ]|[, computer software, ]|[, Retail, ]|[, Retailing, ]|[, Insurance, ]}","[]",,
"City","0.0","City-{7.1m_46+ft_id_42}","7.1m_46+ft_id_42","{new york|New York}","new york",,
"City","0.0","City-{7.1m_3346+7.1m_3688+7.1m_415+7.1m_461+7.1m_4927+7.1m_5314+ft_id_1360+ft_id_150+ft_id_1882+ft_id_196}","7.1m_3346+7.1m_3688+7.1m_415+7.1m_461+7.1m_4927+7.1m_5314+ft_id_1360+ft_id_150+ft_id_1882+ft_id_196","{ase|birmingham|paris|palo alto|olathe|mechelen|Tokyo|Austin|Lake Forest|Madrid}","ase",,
"Name","0.11764705882352941","Name-{7.1m_1386+7.1m_1913+7.1m_2562+7.1m_2567+7.1m_2585+7.1m_2782+7.1m_320+7.1m_326+7.1m_4720+7.1m_5031+7.1m_5141+7.1m_691+7.1m_913+dbpedia_178+dbpedia_2189+ft_id_1241+ft_id_1710}","7.1m_1386+7.1m_1913+7.1m_2562+7.1m_2567+7.1m_2585+7.1m_2782+7.1m_320+7.1m_326+7.1m_4720+7.1m_5031+7.1m_5141+7.1m_691+7.1m_913+dbpedia_178+dbpedia_2189+ft_id_1241+ft_id_1710","{areva|arm|arkema|aramex|army|arris|arcelormittal|aramark|argos|arvato|arriva|arup|aricent|Arkema|Aramark|Arkema|Aramark}","arm",,
"Country","0.0","Country-{7.1m_4078+ft_id_1354}","7.1m_4078+ft_id_1354","{switzerland|Switzerland}","switzerland",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_5255+dbpedia_1153+ft_id_310}","7.1m_5255+dbpedia_1153+ft_id_310","{4343|400|16459}","400",,
"FoundingYear","1.0","FoundingYear-{ft_id_514}","ft_id_514","{1919}","1919",,
"Industries","1.0","Industries-{7.1m_2071+7.1m_2085+7.1m_3787+ft_id_707}","7.1m_2071+7.1m_2085+7.1m_3787+ft_id_707","{[, banking, ]|[, mining & metals, ]|[, retail, ]|[, Trading Companies, ]}","[]",,
"Revenue","1.0","Revenue-{ft_id_1580}","ft_id_1580","{7386000000}","7386000000",,
"FoundingYear","0.0","FoundingYear-{7.1m_2252+ft_id_258}","7.1m_2252+ft_id_258","{1974|1939}","1939","true","1939"
"Industries","0.5","Industries-{dbpedia_6330+ft_id_155}","dbpedia_6330+ft_id_155","{[, Financial services, ]|[, Insurance, ]}","[]",,
"CeoNames","0.5","CeoNames-{dbpedia_5620+ft_id_1585}","dbpedia_5620+ft_id_1585","{[, , ]|[, Nikesh Arora, ]}","[, Nikesh Arora, ]",,
"Name","0.11764705882352941","Name-{7.1m_1002+7.1m_1422+7.1m_1685+7.1m_1905+7.1m_312+7.1m_3208+7.1m_3714+7.1m_381+7.1m_5156+7.1m_5598+7.1m_7231+7.1m_731+dbpedia_1035+dbpedia_6679+ft_id_1295+ft_id_1520+ft_id_209}","7.1m_1002+7.1m_1422+7.1m_1685+7.1m_1905+7.1m_312+7.1m_3208+7.1m_3714+7.1m_381+7.1m_5156+7.1m_5598+7.1m_7231+7.1m_731+dbpedia_1035+dbpedia_6679+ft_id_1295+ft_id_1520+ft_id_209","{amd|amc|amec|amcor|amgen|ameren|amil|amway|amerigroup|amaris|ametek|ambev|Amgen|Ametek|Ametek|Amerco|Amgen}","amd",,
"City","1.0","City-{ft_id_1839}","ft_id_1839","{San Jose}","San Jose",,
"NumberOfEmployees","0.6666666666666666","NumberOfEmployees-{7.1m_2536+dbpedia_2838+ft_id_1776}","7.1m_2536+dbpedia_2838+ft_id_1776","{14170|32175|49933}","32175",,
"Industries","0.5","Industries-{dbpedia_3443+ft_id_79}","dbpedia_3443+ft_id_79","{[, Financial services, ]|[, Insurance, ]}","[]",,
"Country","0.0","Country-{7.1m_642+ft_id_322}","7.1m_642+ft_id_322","{united states|United States}","united states",,
"Revenue","0.5","Revenue-{dbpedia_2899+ft_id_520}","dbpedia_2899+ft_id_520","{19811000000|24021000000}","19811000000",,
"Industries","0.5","Industries-{dbpedia_415+ft_id_619}","dbpedia_415+ft_id_619","{[, Steel, ]|[, Materials, ]}","[]",,
"CeoNames","0.5","CeoNames-{dbpedia_5896+ft_id_952}","dbpedia_5896+ft_id_952","{[, , ]|[, Roberto Lopes Pontes Simões, ]}","[, Roberto Lopes Pontes Simões, ]",,
